LON,LAT,PIR,CIR,SERVICE
82.288689510986,19.591061199095833,239.255893518554,11.734602181057658,0
69.65866762036809,36.74399977536735,220.9937611940298,11.71056000779887,0
22.822408402867026,47.824391592686595,93.07209013777144,3.5535725322654605,0
-119.47117590354615,40.41241181372777,15.738633714102976,1.0838809504637352,0
85.96912148052398,31.80252913564927,25.225717996045397,1.3532533409154508,0
104.31532621996837,24.12174019852566,164.01546725213262,7.545162777292015,0
101.05627824146244,30.415001171895575,25.225717996045397,1.3851597597115015,0
15.336989161204711,3.899348948305339,271.7900378914116,12.601510663129972,0
28.354799589942584,-21.32212525555645,174.84087662387458,8.685120498533719,0
38.822678155916705,32.60725648728845,19.9359506600476,1.0639520772729703,0
138.63734326381956,51.178012262650846,28.90228628562448,1.3425257924797969,0
83.01211488753486,29.88236444284367,26.862765836970034,1.306916436579188,0
22.708117149463625,68.75223469226471,78.36125141412398,3.8676884236661206,0
150.53665976427203,-27.879175972996208,20.37485417890846,1.1528169129117083,0
-114.67091454203305,36.679726192887536,15.172707959500583,1.151878835268393,0
90.66430695754995,59.705987102622345,28.120531405584845,1.4754398549769583,0
100.0095473541137,32.224934620343596,93.28742115269182,3.3960105095730637,0
106.16399268349359,38.58554236598687,89.47155643300091,3.7748167247077493,0
-79.12339111006466,56.802916516334015,15.266523577737894,1.0677302662981698,0
-109.72420659242107,23.58743534638615,13.1875128555887,1.0750727302692966,0
75.65362953990113,55.26420274172468,19.97408884567116,1.0522551271430205,0
37.37357798184629,47.09386699012226,19.579491130235596,1.1033442460082754,0
170.70895867885804,68.65022748943595,28.76175799373515,1.4255653535373396,0
22.922668094043203,-27.367719356613257,20.707687267114487,1.22834812602924,0
-58.21626599347974,-36.61088446788849,12.252099380394581,1.0736223399231108,0
124.69868797483335,41.065117497991416,85.38441437935487,3.3900630871670705,0
-92.18577338719567,16.791711741430802,61.71836481655871,3.888028007614213,0
114.25924813720151,41.49872329141068,94.71460656514301,3.8187112280139464,0
80.14017209605353,24.98960413541524,27.979827972195057,1.4122404431559317,0
70.7896572765649,50.45908867670262,19.533702598313013,1.1017770494123724,0
